timestamp_ms,value,datetime,year,month
1398916800000,99321,2014-05-01 04:00:00,2014,5
1401595200000,107744,2014-06-01 04:00:00,2014,6
1404187200000,79540,2014-07-01 04:00:00,2014,7
1406865600000,77951,2014-08-01 04:00:00,2014,8
1409544000000,135299,2014-09-01 04:00:00,2014,9
1412136000000,214567,2014-10-01 04:00:00,2014,10
1414814400000,295915,2014-11-01 04:00:00,2014,11
1417410000000,428591,2014-12-01 05:00:00,2014,12
1420088400000,43904,2015-01-01 05:00:00,2015,1
1422766800000,39758,2015-02-01 05:00:00,2015,2
1425186000000,39727,2015-03-01 05:00:00,2015,3
1427860800000,28016,2015-04-01 04:00:00,2015,4
1430452800000,24617,2015-05-01 04:00:00,2015,5
1433131200000,29422,2015-06-01 04:00:00,2015,6
1435723200000,22933,2015-07-01 04:00:00,2015,7
1438401600000,20015,2015-08-01 04:00:00,2015,8
1441080000000,37089,2015-09-01 04:00:00,2015,9
1443672000000,36398,2015-10-01 04:00:00,2015,10
1446350400000,75178,2015-11-01 04:00:00,2015,11
1448946000000,171953,2015-12-01 05:00:00,2015,12
1451624400000,17236,2016-01-01 05:00:00,2016,1
1454302800000,15958,2016-02-01 05:00:00,2016,2
1456808400000,18309,2016-03-01 05:00:00,2016,3
1459483200000,14043,2016-04-01 04:00:00,2016,4
1462075200000,13348,2016-05-01 04:00:00,2016,5
1464753600000,16544,2016-06-01 04:00:00,2016,6
1467345600000,12854,2016-07-01 04:00:00,2016,7
1470024000000,12411,2016-08-01 04:00:00,2016,8
1472702400000,17308,2016-09-01 04:00:00,2016,9
1475294400000,14737,2016-10-01 04:00:00,2016,10
1477972800000,33252,2016-11-01 04:00:00,2016,11
1480568400000,60181,2016-12-01 05:00:00,2016,12
1483246800000,5194,2017-01-01 05:00:00,2017,1
1485925200000,3756,2017-02-01 05:00:00,2017,2
1488344400000,4104,2017-03-01 05:00:00,2017,3
1491019200000,2713,2017-04-01 04:00:00,2017,4
1493611200000,2376,2017-05-01 04:00:00,2017,5
1496289600000,2721,2017-06-01 04:00:00,2017,6
1498881600000,1686,2017-07-01 04:00:00,2017,7
1501560000000,1557,2017-08-01 04:00:00,2017,8
1504238400000,1602,2017-09-01 04:00:00,2017,9
1506830400000,1149,2017-10-01 04:00:00,2017,10
1509508800000,960,2017-11-01 04:00:00,2017,11
1512104400000,1276,2017-12-01 05:00:00,2017,12
