timestamp_ms,value,datetime,year,month
1162357200000,394937,2006-11-01 05:00:00,2006,11
1164949200000,857103,2006-12-01 05:00:00,2006,12
1167627600000,380096,2007-01-01 05:00:00,2007,1
1170306000000,240586,2007-02-01 05:00:00,2007,2
1172725200000,984653,2007-03-01 05:00:00,2007,3
1175400000000,376438,2007-04-01 04:00:00,2007,4
1177992000000,280595,2007-05-01 04:00:00,2007,5
1180670400000,301805,2007-06-01 04:00:00,2007,6
1183262400000,367753,2007-07-01 04:00:00,2007,7
1185940800000,401894,2007-08-01 04:00:00,2007,8
1188619200000,437547,2007-09-01 04:00:00,2007,9
1191211200000,569550,2007-10-01 04:00:00,2007,10
1193889600000,1038835,2007-11-01 04:00:00,2007,11
1196485200000,2545129,2007-12-01 05:00:00,2007,12
1199163600000,963197,2008-01-01 05:00:00,2008,1
1201842000000,672824,2008-02-01 05:00:00,2008,2
1204347600000,821322,2008-03-01 05:00:00,2008,3
1207022400000,649734,2008-04-01 04:00:00,2008,4
1209614400000,547789,2008-05-01 04:00:00,2008,5
1212292800000,912491,2008-06-01 04:00:00,2008,6
1214884800000,477756,2008-07-01 04:00:00,2008,7
1217563200000,545269,2008-08-01 04:00:00,2008,8
1220241600000,671545,2008-09-01 04:00:00,2008,9
1222833600000,673788,2008-10-01 04:00:00,2008,10
1225512000000,1186643,2008-11-01 04:00:00,2008,11
1228107600000,2390995,2008-12-01 05:00:00,2008,12
1230786000000,675324,2009-01-01 05:00:00,2009,1
1233464400000,601133,2009-02-01 05:00:00,2009,2
1235883600000,756680,2009-03-01 05:00:00,2009,3
1238558400000,494631,2009-04-01 04:00:00,2009,4
1241150400000,415651,2009-05-01 04:00:00,2009,5
1243828800000,543981,2009-06-01 04:00:00,2009,6
1246420800000,430546,2009-07-01 04:00:00,2009,7
1249099200000,468389,2009-08-01 04:00:00,2009,8
1251777600000,1808718,2009-09-01 04:00:00,2009,9
1254369600000,1108912,2009-10-01 04:00:00,2009,10
1257048000000,2034829,2009-11-01 04:00:00,2009,11
1259643600000,3955374,2009-12-01 05:00:00,2009,12
1262322000000,1085432,2010-01-01 05:00:00,2010,1
1265000400000,933534,2010-02-01 05:00:00,2010,2
1267419600000,1188458,2010-03-01 05:00:00,2010,3
1270094400000,680620,2010-04-01 04:00:00,2010,4
1272686400000,612665,2010-05-01 04:00:00,2010,5
1275364800000,786996,2010-06-01 04:00:00,2010,6
1277956800000,656183,2010-07-01 04:00:00,2010,7
1280635200000,671234,2010-08-01 04:00:00,2010,8
1283313600000,925557,2010-09-01 04:00:00,2010,9
1285905600000,975786,2010-10-01 04:00:00,2010,10
1288584000000,1776204,2010-11-01 04:00:00,2010,11
1291179600000,3529671,2010-12-01 05:00:00,2010,12
1293858000000,1042369,2011-01-01 05:00:00,2011,1
1296536400000,986536,2011-02-01 05:00:00,2011,2
1298955600000,1035122,2011-03-01 05:00:00,2011,3
1301630400000,726164,2011-04-01 04:00:00,2011,4
1304222400000,640059,2011-05-01 04:00:00,2011,5
1306900800000,881685,2011-06-01 04:00:00,2011,6
1309492800000,698663,2011-07-01 04:00:00,2011,7
1312171200000,801127,2011-08-01 04:00:00,2011,8
1314849600000,1297026,2011-09-01 04:00:00,2011,9
