device_name,timestamp_ms,value,datetime,year,month
PSP,1101877200000,468888,2004-12-01 05:00:00,2004,12
PSP,1104555600000,260289,2005-01-01 05:00:00,2005,1
PSP,1107234000000,186082,2005-02-01 05:00:00,2005,2
PSP,1109653200000,896426,2005-03-01 05:00:00,2005,3
PSP,1112331600000,566890,2005-04-01 05:00:00,2005,4
PSP,1114920000000,435346,2005-05-01 04:00:00,2005,5
PSP,1117598400000,493837,2005-06-01 04:00:00,2005,6
PSP,1120190400000,326961,2005-07-01 04:00:00,2005,7
PSP,1122868800000,290192,2005-08-01 04:00:00,2005,8
PSP,1125547200000,1436428,2005-09-01 04:00:00,2005,9
PSP,1128139200000,547927,2005-10-01 04:00:00,2005,10
PSP,1130821200000,1029161,2005-11-01 05:00:00,2005,11
PSP,1133413200000,3143807,2005-12-01 05:00:00,2005,12
PSP,1136091600000,802462,2006-01-01 05:00:00,2006,1
PSP,1138770000000,634268,2006-02-01 05:00:00,2006,2
PSP,1141189200000,767860,2006-03-01 05:00:00,2006,3
PSP,1143867600000,684913,2006-04-01 05:00:00,2006,4
PSP,1146456000000,642330,2006-05-01 04:00:00,2006,5
PSP,1149134400000,697049,2006-06-01 04:00:00,2006,6
PSP,1151726400000,549421,2006-07-01 04:00:00,2006,7
PSP,1154404800000,502527,2006-08-01 04:00:00,2006,8
PSP,1157083200000,511825,2006-09-01 04:00:00,2006,9
PSP,1159675200000,392048,2006-10-01 04:00:00,2006,10
PSP,1162357200000,857453,2006-11-01 05:00:00,2006,11
PSP,1164949200000,2446428,2006-12-01 05:00:00,2006,12
PSP,1167627600000,780382,2007-01-01 05:00:00,2007,1
PSP,1170306000000,668197,2007-02-01 05:00:00,2007,2
PSP,1172725200000,768658,2007-03-01 05:00:00,2007,3
PSP,1175400000000,626827,2007-04-01 04:00:00,2007,4
PSP,1177992000000,862300,2007-05-01 04:00:00,2007,5
PSP,1180670400000,953962,2007-06-01 04:00:00,2007,6
PSP,1183262400000,714778,2007-07-01 04:00:00,2007,7
PSP,1185940800000,590211,2007-08-01 04:00:00,2007,8
PSP,1188619200000,1428702,2007-09-01 04:00:00,2007,9
PSP,1191211200000,1050244,2007-10-01 04:00:00,2007,10
PSP,1193889600000,1218387,2007-11-01 04:00:00,2007,11
PSP,1196485200000,3151649,2007-12-01 05:00:00,2007,12
PSP,1199163600000,1450658,2008-01-01 05:00:00,2008,1
PSP,1201842000000,892974,2008-02-01 05:00:00,2008,2
PSP,1204347600000,1289492,2008-03-01 05:00:00,2008,3
PSP,1207022400000,953846,2008-04-01 04:00:00,2008,4
PSP,1209614400000,784344,2008-05-01 04:00:00,2008,5
PSP,1212292800000,1108337,2008-06-01 04:00:00,2008,6
PSP,1214884800000,962699,2008-07-01 04:00:00,2008,7
PSP,1217563200000,853878,2008-08-01 04:00:00,2008,8
PSP,1220241600000,725075,2008-09-01 04:00:00,2008,9
PSP,1222833600000,842766,2008-10-01 04:00:00,2008,10
PSP,1225512000000,1191473,2008-11-01 04:00:00,2008,11
PSP,1228107600000,2992861,2008-12-01 05:00:00,2008,12
PSP,1230786000000,818357,2009-01-01 05:00:00,2009,1
PSP,1233464400000,634838,2009-02-01 05:00:00,2009,2
PSP,1235883600000,859444,2009-03-01 05:00:00,2009,3
PSP,1238558400000,575378,2009-04-01 04:00:00,2009,4
PSP,1241150400000,502528,2009-05-01 04:00:00,2009,5
PSP,1243828800000,661715,2009-06-01 04:00:00,2009,6
PSP,1246420800000,567460,2009-07-01 04:00:00,2009,7
PSP,1249099200000,532743,2009-08-01 04:00:00,2009,8
PSP,1251777600000,654201,2009-09-01 04:00:00,2009,9
PSP,1254369600000,702281,2009-10-01 04:00:00,2009,10
PSP,1257048000000,1005475,2009-11-01 04:00:00,2009,11
PSP,1259643600000,2400675,2009-12-01 05:00:00,2009,12
