title,like_amount,comment_amount,published_date,article_url
活用《仙境傳說 》IP 製作《仙境傳說 普隆德拉迷宮》於韓國推出 公開全新宣傳影片,8,98,2021-03-24T16:56:21+08:00,https://gnn.gamer.com.tw/detail.php?sn=212512
《仙境傳說 ORIGIN》釋出登場角色及悠木碧等聲優情報 同步公開「普隆德拉」等城市,20,60,2021-03-18T14:34:31+08:00,https://gnn.gamer.com.tw/detail.php?sn=212235
《RO 仙境傳說：守護永恆的愛》2.0 版本「輝煌領域」更新釋出 同步推出新職業「忍者」,8,78,2021-03-15T12:34:28+08:00,https://gnn.gamer.com.tw/detail.php?sn=212029
《仙境傳說》IP 衍生作品動向公開 《仙境傳說 ORIGIN》日版將於 2021 年上半推出,16,108,2021-02-19T12:23:07+08:00,https://gnn.gamer.com.tw/detail.php?sn=210848
《RO 仙境傳說：守護永恆的愛》x《秀逗魔導士 Premium》聯名活動啟動,20,54,2021-02-10T02:28:44+08:00,https://gnn.gamer.com.tw/detail.php?sn=210620
《RO 仙境傳說 Online》《RO 仙境傳說：守護永恆的愛》等作新年活動開跑 伴玩家迎新春,3,2,2021-02-08T14:21:57+08:00,https://gnn.gamer.com.tw/detail.php?sn=210539
《RO 仙境傳說：新世代的誕生》新春版本更新情報 春節限時活動與結婚系統將上線,26,59,2021-02-08T12:58:01+08:00,https://gnn.gamer.com.tw/detail.php?sn=210532
《RO 仙境傳說 Online》更新開放全職業 LV200 三張超高等級練功地圖同步登場,4,18,2021-02-04T15:24:46+08:00,https://gnn.gamer.com.tw/detail.php?sn=210339
《RO 仙境傳說：新世代的誕生》「Google Play 大挑戰」直播活動順利落幕,1,4,2021-02-01T17:13:13+08:00,https://gnn.gamer.com.tw/detail.php?sn=210171
《RO 仙境傳說：新世代的誕生》2021 年首波改版釋出 公會戰、影裝系統等登場,8,76,2021-01-19T15:39:26+08:00,https://gnn.gamer.com.tw/detail.php?sn=209478
《RO 仙境傳說 Online》即將開放等級上限 200 級 預告第一季更新計畫,10,46,2021-01-19T19:11:52+08:00,https://gnn.gamer.com.tw/detail.php?sn=209506
【電玩瘋】手機遊戲週報《Fantasia Re：Build》《RO 仙境傳說 Spear of Odin》,11,19,2021-01-02T20:00:01+08:00,https://gnn.gamer.com.tw/detail.php?sn=208789
《RO 仙境傳說 Spear of Odin》於東南亞推出 強調動作遊戲玩法的戰鬥樂趣,10,92,2020-12-22T17:28:36+08:00,https://gnn.gamer.com.tw/detail.php?sn=208303
《RO 仙境傳說：新世代的誕生》聖誕大作戰節日玩法限時開啟 聖誕時裝、坐騎亮相,7,70,2020-12-21T16:19:38+08:00,https://gnn.gamer.com.tw/detail.php?sn=208233
【專欄】至今仍在守候永恆的愛 端看一款接著一款的《RO 仙境傳說》IP 改編手機遊戲,54,189,2020-12-19T16:04:21+08:00,https://gnn.gamer.com.tw/detail.php?sn=208184
《RO 仙境傳說：新世代的誕生》林志穎現身普隆德拉 同步推出「代言人」玩法及活動,10,59,2020-11-17T16:18:40+08:00,https://gnn.gamer.com.tw/detail.php?sn=206499
《RO 仙境傳說：新世代的誕生》 於菁桐國小舉辦首屆「波利天燈節」 波利燈海冉冉升空,3,46,2020-11-09T12:33:23+08:00,https://gnn.gamer.com.tw/detail.php?sn=206044
《RO 仙境傳說：新世代的誕生》將推出「不給 RO 就搗蛋！」線下活動及萬聖活動,16,80,2020-10-30T14:57:43+08:00,https://gnn.gamer.com.tw/detail.php?sn=205609
《仙境傳說》新作《仙境傳說：起始》通過韓國分級審查 將是一款 PC MMORPG 作品,28,143,2020-10-20T19:39:37+08:00,https://gnn.gamer.com.tw/detail.php?sn=205051
《RO 仙境傳說：新世代的誕生》於雙平台推出 與所有冒險者共赴「新世代」RO 樂園,24,114,2020-10-15T11:07:55+08:00,https://gnn.gamer.com.tw/detail.php?sn=204761
《RO 仙境傳說 戰鬥學院》預告將展開封測 釋出製作緣起、角色風格轉變等開發心得,28,109,2020-10-06T16:16:31+08:00,https://gnn.gamer.com.tw/detail.php?sn=204344
仙境傳說衍生新作《仙境傳說 普隆德拉迷宮》開放預先註冊 在迷宮中挑戰 MVP 怪物！,9,110,2020-09-23T16:27:49+08:00,https://gnn.gamer.com.tw/detail.php?sn=203665
《RO 仙境傳說：新世代的誕生》宣布 10 月 15 日正式上市 雙平台預先註冊進行中,31,152,2020-09-11T14:35:54+08:00,https://gnn.gamer.com.tw/detail.php?sn=203071
